direction,speed,time
0.15000000000000002,0.15,2020-03-09 11:29:17.144740
0.15000000000000002,0.13,2020-03-09 11:29:18.580759
0.15000000000000002,0.15,2020-03-09 11:29:18.712765
0.15000000000000002,0.13,2020-03-09 11:29:18.842938
0.15000000000000002,0.15,2020-03-09 11:29:19.082754
0.15000000000000002,0.13,2020-03-09 11:29:19.183227
0.15000000000000002,0.15,2020-03-09 11:29:19.323512
0.15000000000000002,0.13,2020-03-09 11:29:19.403664
0.15000000000000002,0.15,2020-03-09 11:29:19.493112
0.15000000000000002,0.13,2020-03-09 11:29:19.583349
0.15000000000000002,0.15,2020-03-09 11:29:19.703782
0.15000000000000002,0.13,2020-03-09 11:29:32.081870
0.15000000000000002,0.15,2020-03-09 11:29:32.263423
0.15000000000000002,0.13,2020-03-09 11:29:32.673983
0.15000000000000002,0.15,2020-03-09 11:29:32.853798
0.15000000000000002,0.13,2020-03-09 11:29:33.354259
0.15729152560234072,0.13,2020-03-09 11:29:33.555601
0.16539200991392136,0.13,2020-03-09 11:29:33.565954
0.17054745852947234,0.13,2020-03-09 11:29:33.575104
0.17128426283597947,0.13,2020-03-09 11:29:33.589153
0.16981065422296526,0.13,2020-03-09 11:29:33.597936
0.15802832990884783,0.13,2020-03-09 11:29:33.605290
0.15000000000000002,0.13,2020-03-09 11:29:33.616450
0.15000000000000002,0.15,2020-03-09 11:29:33.653618
0.14786392226815226,0.15,2020-03-09 11:29:33.677300
0.14565569013357163,0.15,2020-03-09 11:29:33.685695
0.14344745799899103,0.15,2020-03-09 11:29:33.696367
0.14197385013103486,0.15,2020-03-09 11:29:33.708350
0.1397634379565716,0.15,2020-03-09 11:29:33.717426
0.13902881368994713,0.15,2020-03-09 11:29:33.725257
0.1397634379565716,0.15,2020-03-09 11:29:33.738799
0.14197385013103486,0.15,2020-03-09 11:29:33.774856
0.14491888619959356,0.15,2020-03-09 11:29:33.785137
0.1471292981877923,0.15,2020-03-09 11:29:33.796171
0.14786392226815226,0.15,2020-03-09 11:29:33.807689
0.14860072629526258,0.15,2020-03-09 11:29:33.825194
0.14933753036893904,0.15,2020-03-09 11:29:33.868988
0.14860072629526258,0.15,2020-03-09 11:29:33.877810
0.14933753036893904,0.15,2020-03-09 11:29:33.894949
0.14860072629526258,0.15,2020-03-09 11:29:33.915134
0.14933753036893904,0.15,2020-03-09 11:29:33.925149
0.14860072629526258,0.15,2020-03-09 11:29:33.945193
0.14933753036893904,0.15,2020-03-09 11:29:33.954581
0.14860072629526258,0.15,2020-03-09 11:29:33.965189
0.14933753036893904,0.15,2020-03-09 11:29:33.984444
0.14860072629526258,0.15,2020-03-09 11:29:33.997333
0.14933753036893904,0.15,2020-03-09 11:29:34.165667
0.15000000000000002,0.15,2020-03-09 11:29:34.197331
0.15000000000000002,0.13,2020-03-09 11:29:35.182127
0.15000000000000002,0.15,2020-03-09 11:29:35.264147
0.15000000000000002,0.13,2020-03-09 11:29:52.553184
0.15000000000000002,0.15,2020-03-09 11:29:52.755788
0.14933753036893904,0.15,2020-03-09 11:29:53.067049
0.14786392226815226,0.15,2020-03-09 11:29:53.075474
0.1471292981877923,0.15,2020-03-09 11:29:53.085085
0.14565569013357163,0.15,2020-03-09 11:29:53.098238
0.14344745799899103,0.15,2020-03-09 11:29:53.105241
0.14271065369248392,0.15,2020-03-09 11:29:53.115654
0.14197385013103486,0.15,2020-03-09 11:29:53.129308
0.14271065369248392,0.15,2020-03-09 11:29:53.166050
0.14418208226561546,0.15,2020-03-09 11:29:53.206732
0.14197385013103486,0.15,2020-03-09 11:29:53.246948
0.1397634379565716,0.15,2020-03-09 11:29:53.256645
0.13902881368994713,0.15,2020-03-09 11:29:53.265953
0.1382920101284981,0.15,2020-03-09 11:29:53.296158
0.13608159720897675,0.15,2020-03-09 11:29:53.305215
0.13608159720897675,0.13,2020-03-09 11:29:53.316553
0.1338733658194542,0.13,2020-03-09 11:29:53.321607
0.12724648863077165,0.13,2020-03-09 11:29:53.326719
0.12135423719882965,0.13,2020-03-09 11:29:53.335884
0.11693559288978578,0.13,2020-03-09 11:29:53.346733
0.11546416580677032,0.13,2020-03-09 11:29:53.355703
0.11325375139713288,0.13,2020-03-09 11:29:53.365461
0.11104552149772645,0.13,2020-03-09 11:29:53.376998
0.11030871570110322,0.13,2020-03-09 11:29:53.386075
0.108835107088089,0.13,2020-03-09 11:29:53.425891
0.11325375139713288,0.13,2020-03-09 11:29:53.456730
0.12356464862823487,0.13,2020-03-09 11:29:53.465573
0.1397634379565716,0.13,2020-03-09 11:29:53.476504
0.15000000000000002,0.13,2020-03-09 11:29:53.486083
0.15000000000000002,0.15,2020-03-09 11:29:53.565307
0.1471292981877923,0.15,2020-03-09 11:29:53.707408
0.14271065369248392,0.15,2020-03-09 11:29:53.715439
0.13461017012596133,0.15,2020-03-09 11:29:53.725840
0.12503607720136645,0.15,2020-03-09 11:29:53.738668
0.11840920150279999,0.15,2020-03-09 11:29:53.747498
0.11546416580677032,0.15,2020-03-09 11:29:53.755880
0.11399055719375611,0.15,2020-03-09 11:29:53.767667
0.11104552149772645,0.15,2020-03-09 11:29:53.776277
0.108098304271698,0.15,2020-03-09 11:29:53.785444
0.1036818414926529,0.15,2020-03-09 11:29:53.798717
0.1,0.15,2020-03-09 11:29:53.805538
0.10073462426662445,0.15,2020-03-09 11:29:53.967499
0.108098304271698,0.15,2020-03-09 11:29:53.976537
0.11399055719375611,0.15,2020-03-09 11:29:53.985832
0.11546416580677032,0.15,2020-03-09 11:29:53.999301
0.11693559288978578,0.15,2020-03-09 11:29:54.007753
0.11767239570617677,0.15,2020-03-09 11:29:54.015861
0.11840920150279999,0.15,2020-03-09 11:29:54.086633
0.11914600431919098,0.15,2020-03-09 11:29:54.096170
0.12061743438243866,0.15,2020-03-09 11:29:54.105578
0.12209104001522064,0.15,2020-03-09 11:29:54.118455
0.12282784581184387,0.15,2020-03-09 11:29:54.125581
0.12356464862823487,0.15,2020-03-09 11:29:54.197202
0.12282784581184387,0.15,2020-03-09 11:29:54.206109
0.12356464862823487,0.15,2020-03-09 11:29:54.216153
0.12429927289485931,0.15,2020-03-09 11:29:54.425730
0.12503607720136645,0.15,2020-03-09 11:29:54.446853
0.12577288150787355,0.15,2020-03-09 11:29:54.458236
0.12650968581438066,0.15,2020-03-09 11:29:54.466663
0.13092833012342453,0.15,2020-03-09 11:29:54.476149
0.1331365615129471,0.15,2020-03-09 11:29:54.486566
0.13534697294235232,0.15,2020-03-09 11:29:54.496142
0.13681840151548386,0.15,2020-03-09 11:29:54.505894
0.1382920101284981,0.15,2020-03-09 11:29:54.517953
0.1397634379565716,0.15,2020-03-09 11:29:54.525385
0.1405002422630787,0.15,2020-03-09 11:29:54.556243
0.14197385013103486,0.15,2020-03-09 11:29:54.586888
0.14491888619959356,0.15,2020-03-09 11:29:54.596867
0.14786392226815226,0.15,2020-03-09 11:29:54.605680
0.15000000000000002,0.15,2020-03-09 11:29:54.617702
0.15000000000000002,0.13,2020-03-09 11:29:55.623087
0.15000000000000002,0.15,2020-03-09 11:29:55.855908
0.15000000000000002,0.13,2020-03-09 11:29:55.995822
0.15000000000000002,0.15,2020-03-09 11:29:56.235492
0.15000000000000002,0.13,2020-03-09 11:29:56.745769
0.15000000000000002,0.15,2020-03-09 11:29:56.955799
0.15000000000000002,0.13,2020-03-09 11:29:57.066132
0.15000000000000002,0.15,2020-03-09 11:29:57.325811
0.15000000000000002,0.13,2020-03-09 11:29:59.375982
0.1471292981877923,0.13,2020-03-09 11:29:59.384397
0.14565569013357163,0.13,2020-03-09 11:29:59.392827
0.14418208226561546,0.13,2020-03-09 11:29:59.399704
0.14271065369248392,0.13,2020-03-09 11:29:59.411300
0.14123704582452776,0.13,2020-03-09 11:29:59.420730
0.1382920101284981,0.13,2020-03-09 11:29:59.428504
0.13681840151548386,0.13,2020-03-09 11:29:59.439518
0.13608159720897675,0.13,2020-03-09 11:29:59.446698
0.13534697294235232,0.13,2020-03-09 11:29:59.467603
0.13461017012596133,0.13,2020-03-09 11:29:59.478466
0.13534697294235232,0.13,2020-03-09 11:29:59.500404
0.13608159720897675,0.13,2020-03-09 11:29:59.548050
0.137555205821991,0.13,2020-03-09 11:29:59.566367
0.13902881368994713,0.13,2020-03-09 11:29:59.598772
0.1405002422630787,0.13,2020-03-09 11:29:59.636704
0.14123704582452776,0.13,2020-03-09 11:29:59.650275
0.14197385013103486,0.13,2020-03-09 11:29:59.658592
0.14197385013103486,0.15,2020-03-09 11:29:59.667994
0.14271065369248392,0.15,2020-03-09 11:29:59.676868
0.14197385013103486,0.15,2020-03-09 11:29:59.856226
0.14197385013103486,0.13,2020-03-09 11:29:59.906075
0.14123704582452776,0.13,2020-03-09 11:29:59.918656
0.14197385013103486,0.13,2020-03-09 11:29:59.937590
0.14271065369248392,0.13,2020-03-09 11:30:00.026588
0.14344745799899103,0.13,2020-03-09 11:30:00.046685
0.14418208226561546,0.13,2020-03-09 11:30:00.086065
0.14344745799899103,0.13,2020-03-09 11:30:00.098233
0.14344745799899103,0.15,2020-03-09 11:30:00.105207
0.14271065369248392,0.15,2020-03-09 11:30:00.125961
0.14344745799899103,0.15,2020-03-09 11:30:00.147656
0.14271065369248392,0.15,2020-03-09 11:30:00.156585
0.14271065369248392,0.13,2020-03-09 11:30:00.166327
0.14271065369248392,0.15,2020-03-09 11:30:00.335699
0.14271065369248392,0.13,2020-03-09 11:30:00.406368
0.14197385013103486,0.13,2020-03-09 11:30:00.426561
0.14271065369248392,0.13,2020-03-09 11:30:00.466787
0.14271065369248392,0.15,2020-03-09 11:30:00.586036
0.14271065369248392,0.13,2020-03-09 11:30:00.656740
0.14197385013103486,0.13,2020-03-09 11:30:00.689469
0.14271065369248392,0.13,2020-03-09 11:30:00.736869
0.14271065369248392,0.15,2020-03-09 11:30:00.846238
0.14271065369248392,0.13,2020-03-09 11:30:00.905577
0.14197385013103486,0.13,2020-03-09 11:30:00.918153
0.14123704582452776,0.13,2020-03-09 11:30:00.938121
0.14197385013103486,0.13,2020-03-09 11:30:00.957579
0.14123704582452776,0.13,2020-03-09 11:30:00.969426
0.14197385013103486,0.13,2020-03-09 11:30:00.977887
0.14197385013103486,0.15,2020-03-09 11:30:01.046118
0.14271065369248392,0.15,2020-03-09 11:30:01.087239
0.14271065369248392,0.13,2020-03-09 11:30:01.156361
0.14123704582452776,0.13,2020-03-09 11:30:01.165843
0.13902881368994713,0.13,2020-03-09 11:30:01.175593
0.137555205821991,0.13,2020-03-09 11:30:01.189712
0.1382920101284981,0.13,2020-03-09 11:30:01.197802
0.1382920101284981,0.15,2020-03-09 11:30:01.285717
0.1405002422630787,0.15,2020-03-09 11:30:01.306477
0.1397634379565716,0.15,2020-03-09 11:30:01.357254
0.1405002422630787,0.15,2020-03-09 11:30:01.368043
0.1397634379565716,0.15,2020-03-09 11:30:01.389002
0.1382920101284981,0.15,2020-03-09 11:30:01.399471
0.1382920101284981,0.13,2020-03-09 11:30:01.407109
0.13608159720897675,0.13,2020-03-09 11:30:01.419824
0.13534697294235232,0.13,2020-03-09 11:30:01.427922
0.13534697294235232,0.15,2020-03-09 11:30:01.516199
0.13608159720897675,0.15,2020-03-09 11:30:01.537123
0.13681840151548386,0.15,2020-03-09 11:30:01.549124
0.137555205821991,0.15,2020-03-09 11:30:01.557033
0.1382920101284981,0.15,2020-03-09 11:30:01.579039
0.1397634379565716,0.15,2020-03-09 11:30:01.587780
0.1405002422630787,0.15,2020-03-09 11:30:01.609483
0.1397634379565716,0.15,2020-03-09 11:30:01.617772
0.13902881368994713,0.15,2020-03-09 11:30:01.648194
0.1397634379565716,0.15,2020-03-09 11:30:01.677957
0.13902881368994713,0.15,2020-03-09 11:30:01.700547
0.1397634379565716,0.15,2020-03-09 11:30:01.707968
0.13902881368994713,0.15,2020-03-09 11:30:01.717298
0.1397634379565716,0.15,2020-03-09 11:30:01.736588
0.13902881368994713,0.15,2020-03-09 11:30:01.777280
0.1397634379565716,0.15,2020-03-09 11:30:01.798045
0.13902881368994713,0.15,2020-03-09 11:30:01.807062
0.1397634379565716,0.15,2020-03-09 11:30:01.829354
0.13608159720897675,0.15,2020-03-09 11:30:01.837138
0.13534697294235232,0.15,2020-03-09 11:30:01.847152
0.13461017012596133,0.15,2020-03-09 11:30:01.859067
0.13534697294235232,0.15,2020-03-09 11:30:01.967679
0.13461017012596133,0.15,2020-03-09 11:30:01.977414
0.1338733658194542,0.15,2020-03-09 11:30:02.026428
0.1331365615129471,0.15,2020-03-09 11:30:02.047488
0.1338733658194542,0.15,2020-03-09 11:30:02.097773
0.1331365615129471,0.15,2020-03-09 11:30:02.106947
0.1338733658194542,0.15,2020-03-09 11:30:02.130979
0.1331365615129471,0.15,2020-03-09 11:30:02.139975
0.1338733658194542,0.15,2020-03-09 11:30:02.158933
0.1331365615129471,0.15,2020-03-09 11:30:02.167857
0.1338733658194542,0.15,2020-03-09 11:30:02.219968
0.1331365615129471,0.15,2020-03-09 11:30:02.228207
0.1338733658194542,0.15,2020-03-09 11:30:02.250259
0.1331365615129471,0.15,2020-03-09 11:30:02.261034
0.1338733658194542,0.15,2020-03-09 11:30:02.277215
0.1331365615129471,0.15,2020-03-09 11:30:02.289190
0.1338733658194542,0.15,2020-03-09 11:30:02.307533
0.1331365615129471,0.15,2020-03-09 11:30:02.318667
0.1338733658194542,0.15,2020-03-09 11:30:02.336409
0.1331365615129471,0.15,2020-03-09 11:30:02.347496
0.1338733658194542,0.15,2020-03-09 11:30:02.367547
0.1331365615129471,0.15,2020-03-09 11:30:02.378164
0.1338733658194542,0.15,2020-03-09 11:30:02.397456
0.1331365615129471,0.15,2020-03-09 11:30:02.407434
0.1338733658194542,0.15,2020-03-09 11:30:02.416404
0.1331365615129471,0.15,2020-03-09 11:30:02.438558
0.1338733658194542,0.15,2020-03-09 11:30:02.448509
0.1331365615129471,0.15,2020-03-09 11:30:02.468660
0.1338733658194542,0.15,2020-03-09 11:30:02.476855
0.1331365615129471,0.15,2020-03-09 11:30:02.499995
0.1338733658194542,0.15,2020-03-09 11:30:02.507787
0.1331365615129471,0.15,2020-03-09 11:30:02.530232
0.1338733658194542,0.15,2020-03-09 11:30:02.538452
0.1331365615129471,0.15,2020-03-09 11:30:02.559937
0.1338733658194542,0.15,2020-03-09 11:30:02.569425
0.1331365615129471,0.15,2020-03-09 11:30:02.590774
0.1338733658194542,0.15,2020-03-09 11:30:02.599179
0.13461017012596133,0.15,2020-03-09 11:30:02.637056
0.1338733658194542,0.15,2020-03-09 11:30:02.677551
0.13461017012596133,0.15,2020-03-09 11:30:02.688927
0.1338733658194542,0.15,2020-03-09 11:30:02.917659
0.13461017012596133,0.15,2020-03-09 11:30:02.926760
0.1338733658194542,0.15,2020-03-09 11:30:02.977579
0.13461017012596133,0.15,2020-03-09 11:30:02.986475
0.13534697294235232,0.15,2020-03-09 11:30:04.096675
0.13608159720897675,0.15,2020-03-09 11:30:04.107078
0.14860072629526258,0.15,2020-03-09 11:30:04.117266
0.15000000000000002,0.15,2020-03-09 11:30:04.131077
0.15000000000000002,0.13,2020-03-09 11:30:54.837458
0.15000000000000002,0.15,2020-03-09 11:30:55.059649
0.15000000000000002,0.13,2020-03-09 11:30:55.399766
0.15000000000000002,0.15,2020-03-09 11:30:55.569900
0.15000000000000002,0.13,2020-03-09 11:30:55.670704
0.1471292981877923,0.13,2020-03-09 11:30:55.702215
0.14271065369248392,0.13,2020-03-09 11:30:55.710502
0.13608159720897675,0.13,2020-03-09 11:30:55.721204
0.1338733658194542,0.13,2020-03-09 11:30:55.731571
0.13019152581691742,0.13,2020-03-09 11:30:55.740241
0.1279811128973961,0.13,2020-03-09 11:30:55.750167
0.12871791720390321,0.13,2020-03-09 11:30:55.770184
0.1279811128973961,0.13,2020-03-09 11:30:55.780392
0.12871791720390321,0.13,2020-03-09 11:30:55.792826
0.1279811128973961,0.13,2020-03-09 11:30:55.801083
0.12503607720136645,0.13,2020-03-09 11:30:55.810427
0.12356464862823487,0.13,2020-03-09 11:30:55.822407
0.12282784581184387,0.13,2020-03-09 11:30:55.841188
0.12061743438243866,0.13,2020-03-09 11:30:55.850164
0.11840920150279999,0.13,2020-03-09 11:30:55.861328
0.11840920150279999,0.15,2020-03-09 11:30:55.868824
0.11178232431411744,0.15,2020-03-09 11:30:55.876629
0.10589007139205933,0.15,2020-03-09 11:30:55.887439
0.10662687718868256,0.15,2020-03-09 11:30:55.894774
0.108835107088089,0.15,2020-03-09 11:30:55.902628
0.11251694858074189,0.15,2020-03-09 11:30:55.910358
0.1147273600101471,0.15,2020-03-09 11:30:55.920446
0.11546416580677032,0.15,2020-03-09 11:30:55.930232
0.11767239570617677,0.15,2020-03-09 11:30:55.940853
0.12061743438243866,0.15,2020-03-09 11:30:55.951927
0.12356464862823487,0.15,2020-03-09 11:30:55.960710
0.12650968581438066,0.15,2020-03-09 11:30:55.969974
0.12650968581438066,0.13,2020-03-09 11:30:55.981006
0.13166513293981552,0.13,2020-03-09 11:30:55.988104
0.13902881368994713,0.13,2020-03-09 11:30:55.995094
0.15000000000000002,0.13,2020-03-09 11:30:56.004184
0.1617101699113846,0.13,2020-03-09 11:30:56.041240
0.16981065422296526,0.13,2020-03-09 11:30:56.051283
0.17422929853200914,0.13,2020-03-09 11:30:56.061325
0.17570290565490723,0.13,2020-03-09 11:30:56.073001
0.17275568991899493,0.13,2020-03-09 11:30:56.081111
0.16392058283090594,0.13,2020-03-09 11:30:56.090041
0.15360968559980392,0.13,2020-03-09 11:30:56.102627
0.15000000000000002,0.13,2020-03-09 11:30:56.110163
0.15000000000000002,0.15,2020-03-09 11:30:56.169872
0.13902881368994713,0.15,2020-03-09 11:30:56.190704
0.12945472151041032,0.15,2020-03-09 11:30:56.202364
0.11840920150279999,0.15,2020-03-09 11:30:56.210546
0.108835107088089,0.15,2020-03-09 11:30:56.220668
0.10073462426662445,0.15,2020-03-09 11:30:56.230771
0.1,0.15,2020-03-09 11:30:56.240118
0.1,0.13,2020-03-09 11:30:56.262628
0.10589007139205933,0.13,2020-03-09 11:30:56.411023
0.12282784581184387,0.13,2020-03-09 11:30:56.419928
0.12282784581184387,0.15,2020-03-09 11:30:56.428965
0.14123704582452776,0.15,2020-03-09 11:30:56.436635
0.15000000000000002,0.15,2020-03-09 11:30:56.446310
0.14491888619959356,0.15,2020-03-09 11:30:56.630820
0.1382920101284981,0.15,2020-03-09 11:30:56.640535
0.137555205821991,0.15,2020-03-09 11:30:56.650596
0.13608159720897675,0.15,2020-03-09 11:30:56.662425
0.1331365615129471,0.15,2020-03-09 11:30:56.671065
0.12503607720136645,0.15,2020-03-09 11:30:56.680996
0.11767239570617677,0.15,2020-03-09 11:30:56.694123
0.10736368000507356,0.15,2020-03-09 11:30:56.702039
0.1,0.15,2020-03-09 11:30:56.710077
0.10736368000507356,0.15,2020-03-09 11:30:56.851506
0.12577288150787355,0.15,2020-03-09 11:30:56.860642
0.14491888619959356,0.15,2020-03-09 11:30:56.870085
0.14491888619959356,0.13,2020-03-09 11:30:56.882571
0.15000000000000002,0.13,2020-03-09 11:30:56.890584
0.14786392226815226,0.13,2020-03-09 11:30:57.061274
0.14418208226561546,0.13,2020-03-09 11:30:57.071049
0.1405002422630787,0.13,2020-03-09 11:30:57.080828
0.1405002422630787,0.15,2020-03-09 11:30:57.092518
0.13534697294235232,0.15,2020-03-09 11:30:57.101156
0.12945472151041032,0.15,2020-03-09 11:30:57.109886
0.11988062858581544,0.15,2020-03-09 11:30:57.118460
0.11399055719375611,0.15,2020-03-09 11:30:57.129949
0.10515326857566834,0.15,2020-03-09 11:30:57.137740
0.1,0.15,2020-03-09 11:30:57.147422
0.1,0.13,2020-03-09 11:30:57.207031
0.11104552149772645,0.13,2020-03-09 11:30:57.331560
0.11693559288978578,0.13,2020-03-09 11:30:57.341477
0.12135423719882965,0.13,2020-03-09 11:30:57.350802
0.12650968581438066,0.13,2020-03-09 11:30:57.363942
0.13019152581691742,0.13,2020-03-09 11:30:57.374845
0.13461017012596133,0.13,2020-03-09 11:30:57.384130
0.14271065369248392,0.13,2020-03-09 11:30:57.394772
0.15000000000000002,0.13,2020-03-09 11:30:57.404783
0.15000000000000002,0.15,2020-03-09 11:30:57.413668
0.15802832990884783,0.15,2020-03-09 11:30:57.460260
0.1631837785243988,0.15,2020-03-09 11:30:57.471454
0.16760242283344268,0.15,2020-03-09 11:30:57.481135
0.1617101699113846,0.15,2020-03-09 11:30:57.510460
0.1617101699113846,0.13,2020-03-09 11:30:57.522030
0.15360968559980392,0.13,2020-03-09 11:30:57.530209
0.15000000000000002,0.13,2020-03-09 11:30:57.538561
